M,cycle,state_name,district,dem_two_party_pct,party,candidate,uncontested,winner,WAR,WARP,chamber
35,2018,Alabama,3,0.3624172656903946,REP,Mike Rogers,0,TRUE,0.009433435,9.000000000000119e-4,House
36,2020,Alabama,3,0.324850378,DEM,Adia McClellan Winfrey,0,FALSE,2.5107100000000002e-5,-7e-4,House
36,2020,Alabama,3,0.324850378,REP,Mike Rogers,0,TRUE,0.006267699999999999,0,House
37,2022,Alabama,3,0.26086743231531495,DEM,Lin Veasey,0,FALSE,4.578065e-4,0,House
37,2022,Alabama,3,0.26086743231531495,REP,Mike Rogers,0,TRUE,0.00388962,0,House
38,2024,Alabama,3,0,REP,Mike Rogers,1,TRUE,0.00432222,0,House
39,2000,Alabama,4,0.3816102716764793,DEM,Marsha Guthrie Folsom,0,FALSE,-0.00156671,-0.0024,House
39,2000,Alabama,4,0.3816102716764793,REP,Robert B. Aderholt,0,TRUE,0.06931614999999999,0.024399999999999977,House
40,2002,Alabama,4,0,REP,Robert B. Aderholt,1,TRUE,0.05817865,0.00649999999999995,House
41,2004,Alabama,4,0.2516876282362523,DEM,Carl A Cole,0,FALSE,0.001025425,-3e-4,House
41,2004,Alabama,4,0.2516876282362523,REP,Robert B. Aderholt,0,TRUE,0.05740085,6.000000000000449e-4,House
42,2006,Alabama,4,0.2973871578095436,DEM,Barbara Bobo,0,FALSE,7.682555e-4,-2e-4,House
42,2006,Alabama,4,0.2973871578095436,REP,Robert B. Aderholt,0,TRUE,0.0575892,0.0019000000000000128,House
43,2008,Alabama,4,0.25141733062423427,DEM,Nicholas B. Sparks,0,FALSE,1.69446e-5,0,House
43,2008,Alabama,4,0.25141733062423427,REP,Robert B. Aderholt,0,TRUE,0.0533668,1.9999999999997797e-4,House
44,2010,Alabama,4,0,REP,Robert B. Aderholt,1,TRUE,0.0371258,0,House
45,2012,Alabama,4,0.2593451076543008,DEM,Daniel H. Boman,0,FALSE,5.242035000000001e-4,0,House
45,2012,Alabama,4,0.2593451076543008,REP,Robert B. Aderholt,0,TRUE,0.03769215,0,House
46,2014,Alabama,4,0,REP,Robert B. Aderholt,1,TRUE,0.038305900000000004,0,House
47,2016,Alabama,4,0,REP,Robert B. Aderholt,1,TRUE,0.03267285,0,House
48,2018,Alabama,4,0.20148474303024524,DEM,Lee Auman,0,FALSE,-2.9952150000000003e-4,0,House
48,2018,Alabama,4,0.20148474303024524,REP,Robert B. Aderholt,0,TRUE,0.0273084,0,House
49,2020,Alabama,4,0.17696277415903583,DEM,Rick Neighbors,0,FALSE,-0.01874955,0,House
49,2020,Alabama,4,0.17696277415903583,REP,Robert B. Aderholt,0,TRUE,0.02177105,0,House
50,2022,Alabama,4,0.13950425662010257,DEM,Rick Neighbors,0,FALSE,-0.017559199999999997,0,House
50,2022,Alabama,4,0.13950425662010257,REP,Robert B. Aderholt,0,TRUE,0.018349900000000002,0,House
51,2024,Alabama,4,0,REP,Robert B. Aderholt,1,TRUE,0.02217165,0,House
52,2000,Alabama,5,1,DEM,Robert E. Cramer,1,TRUE,0.13785599999999998,0.3811000000000001,House
53,2002,Alabama,5,0.7478445007973648,DEM,Robert E. Cramer,0,TRUE,0.1418715,0.2673,House
53,2002,Alabama,5,0.7478445007973648,REP,Stephen P. Engel,0,FALSE,5.91844e-4,-0.0047,House
54,2004,Alabama,5,0.7305229261768383,DEM,Robert E. Cramer,0,TRUE,0.135747,0.23199999999999998,House
54,2004,Alabama,5,0.7305229261768383,REP,Gerald C. Wallace,0,FALSE,-2.7859900000000003e-4,-0.0032,House
55,2006,Alabama,5,1,DEM,Robert E. Cramer,1,TRUE,0.117092,0.17659999999999998,House
56,2008,Alabama,5,0.5180115038051551,DEM,Rolf Parker Griffith,0,TRUE,-0.006611285,-0.01849999999999996,House
56,2008,Alabama,5,0.5180115038051551,REP,Wayne Parker,0,FALSE,3.39372e-4,-0.056999999999999995,House
57,2010,Alabama,5,0.4206433025041869,DEM,Steve Raby,0,FALSE,0.00187097,-0.010100000000000001,House
57,2010,Alabama,5,0.4206433025041869,REP,Mo Brooks,0,TRUE,-0.0317565,5.00000000000056e-4,House
58,2012,Alabama,5,0.3497836450059631,DEM,Charlie L. Holley,0,FALSE,5.10698e-4,-0.0042,House
58,2012,Alabama,5,0.3497836450059631,REP,Mo Brooks,0,TRUE,-0.0102077,1.9999999999997797e-4,House
59,2014,Alabama,5,0,REP,Mo Brooks,1,TRUE,-0.00818603,2.9999999999996696e-4,House
60,2016,Alabama,5,0.3320568661268477,DEM,Will Boyd,0,FALSE,3.098125e-4,-0.0039,House
60,2016,Alabama,5,0.3320568661268477,REP,Mo Brooks,0,TRUE,-0.0119617,0,House
61,2018,Alabama,5,0.38927859750970434,DEM,Peter Joffrion,0,FALSE,3.653795e-4,-0.0164,House
61,2018,Alabama,5,0.38927859750970434,REP,Mo Brooks,0,TRUE,-0.0219104,0.0010000000000000009,House
62,2020,Alabama,5,0,REP,Mo Brooks,1,TRUE,-0.0229102,0,House
63,2022,Alabama,5,0.30578774217131716,DEM,Kathy Warner-Stanton,0,FALSE,0.0010988600000000001,-4e-4,House
63,2022,Alabama,5,0.30578774217131716,REP,Dale Strong,0,TRUE,0.009960105,0,House
64,2024,Alabama,5,0,REP,Dale Strong,1,TRUE,0.01598525,0,House
65,2000,Alabama,6,0,REP,Spencer Bachus,1,TRUE,0.0058559400000000005,0,House
66,2002,Alabama,6,0,REP,Spencer Bachus,1,TRUE,8.34582e-5,0,House
67,2004,Alabama,6,0,REP,Spencer Bachus,1,TRUE,2.8116e-4,0,House
68,2006,Alabama,6,0,REP,Spencer Bachus,1,TRUE,-7.316965e-4,0,House
69,2008,Alabama,6,0,REP,Spencer Bachus,1,TRUE,-0.00160583,9.999999999998899e-5,House
70,2010,Alabama,6,0,REP,Spencer Bachus,1,TRUE,-0.006014715,0,House
71,2012,Alabama,6,0.287020086,DEM,Penny Huggins Bailey,0,FALSE,-5.008409999999999e-4,0,House
71,2012,Alabama,6,0.287020086,REP,Spencer Bachus,0,TRUE,-0.01175065,0,House
72,2014,Alabama,6,0.2372752979196122,DEM,Mark Lester,0,FALSE,-4.1802600000000005e-4,0,House
72,2014,Alabama,6,0.2372752979196122,REP,Gary Palmer,0,TRUE,0.0142983,0,House
73,2016,Alabama,6,0.2544176377263526,DEM,David J. Putman,0,FALSE,3.898145e-4,0,House
73,2016,Alabama,6,0.2544176377263526,REP,Gary Palmer,0,TRUE,-0.0056638650000000006,0,House
74,2018,Alabama,6,0.30786596018491225,DEM,Danner Kline,0,FALSE,3.45114e-4,-2e-4,House
74,2018,Alabama,6,0.30786596018491225,REP,Gary Palmer,0,TRUE,0.00391052,0,House
75,2020,Alabama,6,0,REP,Gary Palmer,1,TRUE,0.00194338,0,House
76,2022,Alabama,6,0,REP,Gary Palmer,1,TRUE,-0.0021826349999999996,0,House
77,2024,Alabama,6,0.296044708,DEM,Elizabeth Anderson,0,FALSE,1.623265e-4,0,House
77,2024,Alabama,6,0.296044708,REP,Gary Palmer,0,TRUE,1.718e-4,0,House
78,2000,Alabama,7,0.7626571044928155,DEM,Earl F. Hilliard,0,TRUE,0.031806100000000004,0,House
78,2000,Alabama,7,0.7626571044928155,REP,Edgar Ray Martin,0,FALSE,-8.872344999999999e-4,0,House
79,2002,Alabama,7,1,DEM,Artur Davis,1,TRUE,-0.011846800000000001,6.000000000000449e-4,House
80,2004,Alabama,7,0.7503590028924791,DEM,Artur Davis,0,TRUE,0.039068099999999994,0,House
80,2004,Alabama,7,0.7503590028924791,REP,Steve F. Cameron,0,FALSE,-0.001135405,0,House
81,2006,Alabama,7,1,DEM,Artur Davis,1,TRUE,0.02419665,0,House
82,2008,Alabama,7,1,DEM,Artur Davis,1,TRUE,0.019229700000000002,0,House
83,2010,Alabama,7,0.724847019,DEM,Terri A. Sewell,0,TRUE,-0.0168415,0,House
83,2010,Alabama,7,0.724847019,REP,Donald N. Chamberlain,0,FALSE,4.948105e-4,0,House
84,2012,Alabama,7,0.7589887548758792,DEM,Terri A. Sewell,0,TRUE,-0.003468915,0,House
84,2012,Alabama,7,0.7589887548758792,REP,Donald N. Chamberlain,0,FALSE,2.122995e-4,0,House
85,2014,Alabama,7,1,DEM,Terri A. Sewell,1,TRUE,-0.00733313,0,House
86,2016,Alabama,7,1,DEM,Terri A. Sewell,1,TRUE,-3.3537699999999996e-5,0,House
87,2018,Alabama,7,1,DEM,Terri A. Sewell,1,TRUE,-0.01612295,0,House
88,2020,Alabama,7,1,DEM,Terri A. Sewell,1,TRUE,-0.014442650000000001,0,House
89,2022,Alabama,7,0.6463868155615817,DEM,Terri A. Sewell,0,TRUE,-0.018253600000000002,0,House
89,2022,Alabama,7,0.6463868155615817,REP,Beatrice Nichols,0,FALSE,-1.72682e-4,-0.0028,House
90,2024,Alabama,7,0.637203747,DEM,Terri A. Sewell,0,TRUE,-0.013435550000000001,0,House
90,2024,Alabama,7,0.637203747,REP,Robin Litaker,0,FALSE,0.0011709049999999999,-0.0036,House
91,2000,Alaska,1,0.19206380114632104,DEM,Clifford Mark Greene,0,FALSE,-0.06517885,-0.0016,House
91,2000,Alaska,1,0.19206380114632104,REP,Don Young,0,TRUE,0.02238175,1.9999999999997797e-4,House
92,2002,Alaska,1,0.1882731699849791,DEM,Clifford Mark Greene,0,FALSE,-0.06178135,-2e-4,House
92,2002,Alaska,1,0.1882731699849791,REP,Don Young,0,TRUE,0.0157674,0,House
93,2004,Alaska,1,0.23930215134325164,DEM,Thomas M. Higgins,0,FALSE,5.715570000000001e-4,-3e-4,House
93,2004,Alaska,1,0.23930215134325164,REP,Don Young,0,TRUE,0.01594175,9.999999999998899e-5,House
94,2006,Alaska,1,0.4142536911685538,DEM,Diane Benson,0,FALSE,-7.490414999999999e-4,-0.0196,House
94,2006,Alaska,1,0.4142536911685538,REP,Don Young,0,TRUE,0.018142449999999997,0.01990000000000003,House
95,2008,Alaska,1,0.4728373891787369,DEM,Ethan Berkowitz,0,FALSE,-0.0017086150000000001,-0.06559999999999999,House
95,2008,Alaska,1,0.4728373891787369,REP,Don Young,0,TRUE,0.0156765,0.07979999999999998,House
96,2010,Alaska,1,0.306755208,DEM,Harry T. Crawford,0,FALSE,8.379905e-4,-0.0016,House
96,2010,Alaska,1,0.306755208,REP,Don Young,0,TRUE,-0.0165949,0,House
97,2012,Alaska,1,0.309171846,DEM,Sharon M. Cissna,0,FALSE,-2.2103e-4,-0.0035,House
97,2012,Alaska,1,0.309171846,REP,Don Young,0,TRUE,0.0040087000000000005,4.999999999999449e-4,House
98,2014,Alaska,1,0.44562047485360107,DEM,Forrest Dunbar,0,FALSE,1.33191e-4,-0.0069,House
98,2014,Alaska,1,0.44562047485360107,REP,Don Young,0,TRUE,0.006485754999999999,0.0024999999999999467,House
99,2016,Alaska,1,0.4171968418718786,DEM,Steve Lindbeck,0,FALSE,1.2112479999999999e-4,-0.0111,House
99,2016,Alaska,1,0.4171968418718786,REP,Don Young,0,TRUE,0.0027715350000000003,0.0015000000000000568,House
100,2018,Alaska,1,0.4669369132102869,DEM,Alyse S. Galvin,0,FALSE,0.00367226,-0.0499,House
100,2018,Alaska,1,0.4669369132102869,REP,Don Young,0,TRUE,-0.00646628,0.049000000000000044,House
101,2020,Alaska,1,0.4541595877061895,DEM,Alyse S. Galvin,0,FALSE,0.003348855,-0.06489999999999999,House
101,2020,Alaska,1,0.4541595877061895,REP,Don Young,0,TRUE,-0.009361385,0.05500000000000005,House
102,2022,Alaska,1,0.549636814,DEM,Mary S. Peltola,0,TRUE,0.06294105,0.6225,House
102,2022,Alaska,1,0.549636814,REP,Sarah Palin,0,FALSE,-4.122765e-4,-0.12180000000000002,House
103,2024,Alaska,1,0.487764334,DEM,Mary S. Peltola,0,FALSE,0.0680669,0.35969999999999996,House
103,2024,Alaska,1,0.487764334,REP,Nick Begich,0,TRUE,0.01801245,0.19920000000000004,House
104,2000,Arizona,1,0.4414842532526365,DEM,David A. Mendoza,0,FALSE,3.61524e-4,-0.055400000000000005,House
104,2000,Arizona,1,0.4414842532526365,REP,Jeff Flake,0,TRUE,-0.0112847,-0.03190000000000004,House
105,2002,Arizona,1,0.48117950234464113,DEM,George Cordova,0,FALSE,-3.329865e-4,-0.06200000000000001,House
105,2002,Arizona,1,0.48117950234464113,REP,Richard Renzi,0,TRUE,-0.00745042,-0.0017000000000000348,House
106,2004,Arizona,1,0.38225506162246814,DEM,Paul Babbitt,0,FALSE,9.415935000000001e-4,-0.0633,House
106,2004,Arizona,1,0.38225506162246814,REP,Richard Renzi,0,TRUE,0.03165675,0.1272000000000001,House
107,2006,Arizona,1,0.4563773239269928,DEM,Ellen S. Simon,0,FALSE,0.001042535,-0.07500000000000001,House
107,2006,Arizona,1,0.4563773239269928,REP,Richard Renzi,0,TRUE,0.032004500000000005,0.21130000000000004,House
108,2008,Arizona,1,0.5863086389552716,DEM,Ann Kirkpatrick,0,TRUE,0.001997105,0.03689999999999993,House
108,2008,Arizona,1,0.5863086389552716,REP,Sydney Hay,0,FALSE,0.0010951749999999999,-0.061200000000000004,House
109,2010,Arizona,1,0.4679720253337672,DEM,Ann Kirkpatrick,0,FALSE,0.0176965,0.016699999999999993,House
109,2010,Arizona,1,0.4679720253337672,REP,Paul Gosar,0,TRUE,-0.019425699999999997,-0.02400000000000002,House
110,2012,Arizona,1,0.5194188722669736,DEM,Ann Kirkpatrick,0,TRUE,0.0048541650000000006,0.041200000000000014,House
110,2012,Arizona,1,0.5194188722669736,REP,Jonathan Paton,0,FALSE,-9.205274999999999e-4,-0.010899999999999965,House
111,2014,Arizona,1,0.5261136380824789,DEM,Ann Kirkpatrick,0,TRUE,0.01571995,0.1361,House
111,2014,Arizona,1,0.5261136380824789,REP,Andrew M. Tobin,0,FALSE,-5.99313e-4,-0.018699999999999994,House
112,2016,Arizona,1,0.538781804,DEM,Tom O'Halleran,0,TRUE,0.0105173,0.05569999999999997,House
112,2016,Arizona,1,0.538781804,REP,Paul Babeu,0,FALSE,-0.002175125,0.03749999999999998,House
113,2018,Arizona,1,0.5384476588578474,DEM,Tom O'Halleran,0,TRUE,0.00764081,0.12929999999999997,House
113,2018,Arizona,1,0.5384476588578474,REP,Wendy J. Rogers,0,FALSE,0.00191901,-0.05750000000000001,House
114,2020,Arizona,1,0.5161017366873142,DEM,Tom O'Halleran,0,TRUE,0.0126152,0.19930000000000003,House
114,2020,Arizona,1,0.5161017366873142,REP,Tiffany Shedd,0,FALSE,-3.348095e-5,-0.14290000000000003,House
115,2022,Arizona,1,0.4955806316861101,DEM,Jevin Hodge,0,FALSE,-3.910065e-4,-0.11519999999999997,House
115,2022,Arizona,1,0.4955806316861101,REP,David Schweikert,0,TRUE,-0.011172600000000001,-0.012399999999999967,House
116,2024,Arizona,1,0.48092998,DEM,Amish Shah,0,FALSE,2.5846699999999996e-4,-0.15159999999999998,House
116,2024,Arizona,1,0.48092998,REP,David Schweikert,0,TRUE,-0.004741995000000001,0.07710000000000006,House
117,2000,Arizona,2,0.7180920153130982,DEM,Ed Pastor,0,TRUE,0.0595071,3.9999999999995595e-4,House
117,2000,Arizona,2,0.7180920153130982,REP,Bill Barenholtz,0,FALSE,-0.0013387249999999998,-1e-4,House
118,2002,Arizona,2,0.37887433777293655,DEM,Randy R. Camacho,0,FALSE,0.00333008,-0.0138,House
118,2002,Arizona,2,0.37887433777293655,REP,Trent Franks,0,TRUE,-0.015789900000000003,0.0024000000000000687,House
119,2004,Arizona,2,0.39391049855867616,DEM,Randy R. Camacho,0,FALSE,0.00368287,-0.0045,House
119,2004,Arizona,2,0.39391049855867616,REP,Trent Franks,0,TRUE,0.019652450000000002,0.028900000000000037,House
120,2006,Arizona,2,0.3988550891598205,DEM,John A. Thrasher,0,FALSE,0.00442475,-0.028399999999999995,House
120,2006,Arizona,2,0.3988550891598205,REP,Trent Franks,0,TRUE,0.022456499999999997,0.11860000000000004,House
121,2008,Arizona,2,0.3846902993645203,DEM,John A. Thrasher,0,FALSE,0.005202885,-0.014400000000000001,House
121,2008,Arizona,2,0.3846902993645203,REP,Trent Franks,0,TRUE,0.0175334,0.06820000000000004,House
122,2010,Arizona,2,0.323712041,DEM,John A. Thrasher,0,FALSE,0.00452872,0,House
122,2010,Arizona,2,0.323712041,REP,Trent Franks,0,TRUE,0.0126977,0,House
123,2012,Arizona,2,0.5041988625086407,DEM,Ron Barber,0,TRUE,0.015931550000000003,0.15209999999999996,House
123,2012,Arizona,2,0.5041988625086407,REP,Martha McSally,0,FALSE,0.0160298,0.0797,House
124,2014,Arizona,2,0.499632834,DEM,Ron Barber,0,FALSE,0.012537099999999999,0.0685,House
124,2014,Arizona,2,0.499632834,REP,Martha McSally,0,TRUE,0.015461949999999999,0.14090000000000003,House
125,2016,Arizona,2,0.4304150735398934,DEM,Matthew G. Heinz,0,FALSE,7.955194999999999e-4,-0.11150000000000002,House
125,2016,Arizona,2,0.4304150735398934,REP,Martha McSally,0,TRUE,0.03803635,0.28500000000000003,House
126,2018,Arizona,2,0.5474644913170772,DEM,Ann Kirkpatrick,0,TRUE,0.003911355,0.03249999999999997,House
126,2018,Arizona,2,0.5474644913170772,REP,Lea Marquez Peterson,0,FALSE,-7.056240000000001e-5,-0.072,House
127,2020,Arizona,2,0.5511524729602016,DEM,Ann Kirkpatrick,0,TRUE,0.005834835,0.1251,House
127,2020,Arizona,2,0.5511524729602016,REP,Brandon Martin,0,FALSE,6.759235e-5,-0.1497,House
128,2022,Arizona,2,0.4613107757020908,DEM,Tom O'Halleran,0,FALSE,0.010223949999999999,-0.025900000000000006,House
128,2022,Arizona,2,0.4613107757020908,REP,Eli Crane,0,TRUE,-0.01751775,-0.027899999999999925,House
129,2024,Arizona,2,0.455152371,DEM,Jonathan Nez,0,FALSE,2.608785e-4,-0.1194,House
129,2024,Arizona,2,0.455152371,REP,Eli Crane,0,TRUE,-0.009942320000000001,0.028699999999999948,House
130,2000,Arizona,3,0.3230788655589794,DEM,Gene P. Scharer,0,FALSE,-0.00337463,-0.007200000000000001,House
130,2000,Arizona,3,0.3230788655589794,REP,Robert Lee Stump,0,TRUE,0.0547397,0.0615,House
131,2002,Arizona,3,0.31030785422970664,DEM,Charles Hill,0,FALSE,0.00102351,-0.0149,House
131,2002,Arizona,3,0.31030785422970664,REP,John B. Shadegg,0,TRUE,-0.00224871,0.0023000000000000798,House
132,2004,Arizona,3,0,REP,John B. Shadegg,1,TRUE,0.032586000000000004,0.014800000000000035,House
133,2006,Arizona,3,0.39213419410604794,DEM,Herb Paine,0,FALSE,4.110255e-4,-0.038000000000000006,House
133,2006,Arizona,3,0.39213419410604794,REP,John B. Shadegg,0,TRUE,0.03439235,0.07320000000000004,House
134,2008,Arizona,3,0.43755457194803427,DEM,Bob Lord,0,FALSE,7.390280000000001e-4,-0.0474,House
134,2008,Arizona,3,0.43755457194803427,REP,John B. Shadegg,0,TRUE,0.03064325,0.07700000000000007,House
135,2010,Arizona,3,0.4406095759628202,DEM,Jon Hulburd,0,FALSE,-2.19822e-4,-0.032,House
135,2010,Arizona,3,0.4406095759628202,REP,Ben Quayle,0,TRUE,-0.04830205,-0.0030999999999999917,House
136,2012,Arizona,3,0.6111052497657186,DEM,Raúl Grijalva,0,TRUE,-0.008543025,0.013299999999999979,House
136,2012,Arizona,3,0.6111052497657186,REP,Gabriela Saucedo Mercer,0,FALSE,0.008867055,-0.0088,House
137,2014,Arizona,3,0.5575174607432672,DEM,Raúl Grijalva,0,TRUE,-0.01153075,0.015599999999999947,House
137,2014,Arizona,3,0.5575174607432672,REP,Gabriela Saucedo Mercer,0,FALSE,0.008223564999999999,-0.0138,House
138,2016,Arizona,3,1,DEM,Raúl Grijalva,1,TRUE,-0.00407815,4.999999999999449e-4,House
139,2018,Arizona,3,0.6386546195924643,DEM,Raúl Grijalva,0,TRUE,-0.02346175,0,House
139,2018,Arizona,3,0.6386546195924643,REP,Nicolas Pierson,0,FALSE,9.683425e-4,-3e-4,House
140,2020,Arizona,3,0.6457342766188476,DEM,Raúl Grijalva,0,TRUE,-0.02035075,9.999999999998899e-5,House
140,2020,Arizona,3,0.6457342766188476,REP,Daniel Wood,0,FALSE,-1.535735e-4,-0.0034,House
141,2022,Arizona,3,0.7698016643747253,DEM,Ruben Gallego,0,TRUE,0.007341385,0,House
141,2022,Arizona,3,0.7698016643747253,REP,Jeff Zink,0,FALSE,-0.0143288,0,House
142,2024,Arizona,3,0.727442512,DEM,Yassamin Ansari,0,TRUE,-0.0015478900000000001,0,House
